2.184700000000000000e+04 9.100000000000000000e+01
2.188500000000000000e+04 9.400000000000000000e+01
2.189500000000000000e+04 9.700000000000000000e+01
2.191500000000000000e+04 1.010000000000000000e+02
2.191500000000000000e+04 1.030000000000000000e+02
2.191700000000000000e+04 1.050000000000000000e+02
2.195700000000000000e+04 1.080000000000000000e+02
2.197900000000000000e+04 1.120000000000000000e+02
2.199600000000000000e+04 1.160000000000000000e+02
2.202400000000000000e+04 1.210000000000000000e+02
2.204300000000000000e+04 1.260000000000000000e+02
2.207100000000000000e+04 1.310000000000000000e+02
2.211100000000000000e+04 1.360000000000000000e+02
2.211700000000000000e+04 1.410000000000000000e+02
2.214400000000000000e+04 1.470000000000000000e+02
2.217800000000000000e+04 1.540000000000000000e+02
2.219800000000000000e+04 1.590000000000000000e+02
2.221400000000000000e+04 1.650000000000000000e+02
2.223600000000000000e+04 1.700000000000000000e+02
2.226300000000000000e+04 1.800000000000000000e+02
2.228400000000000000e+04 1.750000000000000000e+02
2.229500000000000000e+04 1.910000000000000000e+02
2.229600000000000000e+04 1.860000000000000000e+02
2.232800000000000000e+04 1.960000000000000000e+02
2.234400000000000000e+04 2.030000000000000000e+02
2.235900000000000000e+04 2.110000000000000000e+02
2.240000000000000000e+04 2.190000000000000000e+02
2.241800000000000000e+04 2.280000000000000000e+02
2.243900000000000000e+04 2.350000000000000000e+02
2.245200000000000000e+04 2.410000000000000000e+02
2.246100000000000000e+04 2.460000000000000000e+02
2.249400000000000000e+04 2.560000000000000000e+02
2.250600000000000000e+04 2.640000000000000000e+02
2.250600000000000000e+04 2.710000000000000000e+02
2.251200000000000000e+04 2.670000000000000000e+02
2.254500000000000000e+04 2.780000000000000000e+02
2.256000000000000000e+04 2.840000000000000000e+02
2.257200000000000000e+04 2.900000000000000000e+02
2.259700000000000000e+04 2.990000000000000000e+02
2.261400000000000000e+04 3.060000000000000000e+02
2.264000000000000000e+04 3.300000000000000000e+02
2.264100000000000000e+04 3.180000000000000000e+02
2.265300000000000000e+04 3.410000000000000000e+02
2.268600000000000000e+04 3.500000000000000000e+02
2.271000000000000000e+04 3.630000000000000000e+02
2.272500000000000000e+04 3.760000000000000000e+02
2.275900000000000000e+04 3.910000000000000000e+02
2.277400000000000000e+04 4.060000000000000000e+02
2.280100000000000000e+04 4.320000000000000000e+02
2.281200000000000000e+04 4.200000000000000000e+02
2.282700000000000000e+04 4.410000000000000000e+02
2.286700000000000000e+04 4.590000000000000000e+02
2.288100000000000000e+04 4.760000000000000000e+02
2.290600000000000000e+04 4.900000000000000000e+02
2.292200000000000000e+04 5.090000000000000000e+02
2.294600000000000000e+04 5.230000000000000000e+02
2.297000000000000000e+04 5.560000000000000000e+02
2.297900000000000000e+04 5.390000000000000000e+02
2.299500000000000000e+04 5.750000000000000000e+02
2.302100000000000000e+04 5.900000000000000000e+02
2.302700000000000000e+04 6.050000000000000000e+02
2.305200000000000000e+04 6.250000000000000000e+02
2.307600000000000000e+04 6.470000000000000000e+02
2.310100000000000000e+04 6.710000000000000000e+02
2.311900000000000000e+04 6.870000000000000000e+02
2.311900000000000000e+04 7.110000000000000000e+02
